survey_prefix,area_code,datatype_code,size_code,ownership_code,industry_code,industry_title,year,aggregation_level,first_quarter_status_code,first_quarter_number_of_establishments,january_employment,february_employment,march_employment,first_quarter_total_wages,first_quarter_taxable_wages,first_quarter_contributions,first_quarter_average_weekly_wage,second_quarter_status_code,second_quarter_number_of_establishments,april_employment,may_employment,june_employment,second_quarter_total_wages,second_quarter_taxable_wages,second_quarter_contributions,second_quarter_average_weekly_wage,third_quarter_status_code,third_quarter_number_of_establishments,july_employment,august_employment,september_employment,third_quarter_total_wages,third_quarter_taxable_wages,third_quarter_contributions,third_quarter_average_weekly_wage,fourth_quarter_status_code,fourth_quarter_number_of_establishments,october_employment,november_employment,december_employment,fourth_quarter_total_wages,fourth_quarter_taxable_wages,fourth_quarter_contributions,fourth_quarter_average_weekly_wage,annual_status_code,annual_average_number_of_establishments,annual_average_employment,annual_total_wages,annual_taxable_wages,annual_contributions,annual_average_weekly_wage,annual_average_pay
ENU,48423,0,0,5,48819,Other support activities for air transport.,2010,77,,6,22,22,22,197602,141217,1998,691,,6,20,21,20,205617,45764,873,778,,6,20,19,19,196299,30660,543,781,,6,20,20,19,224577,13373,189,878,,6,20,824095,231014,3603,779,40529
ENU,48423,0,0,5,488190,Other support activities for air transport.,2010,78,,6,22,22,22,197602,141217,1998,691,,6,20,21,20,205617,45764,873,778,,6,20,19,19,196299,30660,543,781,,6,20,20,19,224577,13373,189,878,,6,20,824095,231014,3603,779,40529
ENU,48423,0,0,5,4883,Support activities for water transportation,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,48832,Marine cargo handling,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,488320,Marine cargo handling,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,4884,Support activities for road transportation,2010,76,,7,33,34,47,288752,256675,2576,585,,7,47,48,49,311199,138415,1535,499,,7,41,41,46,315360,53367,567,569,,7,45,45,48,481926,65960,781,806,,7,44,1397237,514417,5459,615,31998
ENU,48423,0,0,5,48841,Motor vehicle towing,2010,77,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0
ENU,48423,0,0,5,488410,Motor vehicle towing,2010,78,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0
ENU,48423,0,0,5,48849,Other support activities for road transport.,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,488490,Other support activities for road transport.,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,4885,Freight transportation arrangement,2010,76,,3,22,23,27,240578,202903,2467,771,,3,25,28,30,285465,54790,637,794,,4,37,36,38,311335,37932,365,647,,4,31,31,31,332357,44178,453,825,,4,30,1169735,339803,3922,752,39100
ENU,48423,0,0,5,48851,Freight transportation arrangement,2010,77,,3,22,23,27,240578,202903,2467,771,,3,25,28,30,285465,54790,637,794,,4,37,36,38,311335,37932,365,647,,4,31,31,31,332357,44178,453,825,,4,30,1169735,339803,3922,752,39100
ENU,48423,0,0,5,488510,Freight transportation arrangement,2010,78,,3,22,23,27,240578,202903,2467,771,,3,25,28,30,285465,54790,637,794,,4,37,36,38,311335,37932,365,647,,4,31,31,31,332357,44178,453,825,,4,30,1169735,339803,3922,752,39100
ENU,48423,0,0,5,4889,Other support activities for transportation,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,48899,Other support activities for transportation,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,488991,Packing and crating,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,491,Postal service,2010,75,-0,0,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,4911,Postal service,2010,76,-0,0,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,49111,Postal service,2010,77,-0,0,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,491110,Postal service,2010,78,-0,0,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,492,Couriers and messengers,2010,75,,23,331,327,310,2839775,2069909,29907,677,,21,313,314,324,3041216,650384,10451,738,,21,315,317,327,3132892,426612,7030,754,,22,336,350,409,3510065,411335,7394,740,,22,331,12523948,3558240,54782,727,37827
ENU,48423,0,0,5,4921,Couriers and express delivery services,2010,76,,12,307,303,289,2667663,1902889,28726,685,,12,289,287,299,2844108,592748,9915,750,,12,288,290,299,2938569,381445,6736,773,,12,305,314,370,3261953,358008,7036,761,,12,303,11712293,3235090,52413,743,38612
ENU,48423,0,0,5,49211,Couriers and express delivery services,2010,77,,12,307,303,289,2667663,1902889,28726,685,,12,289,287,299,2844108,592748,9915,750,,12,288,290,299,2938569,381445,6736,773,,12,305,314,370,3261953,358008,7036,761,,12,303,11712293,3235090,52413,743,38612
ENU,48423,0,0,5,492110,Couriers and express delivery services,2010,78,,12,307,303,289,2667663,1902889,28726,685,,12,289,287,299,2844108,592748,9915,750,,12,288,290,299,2938569,381445,6736,773,,12,305,314,370,3261953,358008,7036,761,,12,303,11712293,3235090,52413,743,38612
ENU,48423,0,0,5,4922,Local messengers and local delivery,2010,76,,11,24,24,21,172112,167020,1181,576,,9,24,27,25,197108,57636,536,599,,9,27,27,28,194323,45167,294,547,,10,31,36,39,248112,53327,358,540,,10,28,811655,323150,2369,562,29249
ENU,48423,0,0,5,49221,Local messengers and local delivery,2010,77,,11,24,24,21,172112,167020,1181,576,,9,24,27,25,197108,57636,536,599,,9,27,27,28,194323,45167,294,547,,10,31,36,39,248112,53327,358,540,,10,28,811655,323150,2369,562,29249
ENU,48423,0,0,5,492210,Local messengers and local delivery,2010,78,,11,24,24,21,172112,167020,1181,576,,9,24,27,25,197108,57636,536,599,,9,27,27,28,194323,45167,294,547,,10,31,36,39,248112,53327,358,540,,10,28,811655,323150,2369,562,29249
ENU,48423,0,0,5,493,Warehousing and storage,2010,75,N,14,0,0,0,0,0,0,0,N,13,0,0,0,0,0,0,0,N,13,0,0,0,0,0,0,0,N,13,0,0,0,0,0,0,0,N,13,0,0,0,0,0,0
ENU,48423,0,0,5,4931,Warehousing and storage,2010,76,N,14,0,0,0,0,0,0,0,N,13,0,0,0,0,0,0,0,N,13,0,0,0,0,0,0,0,N,13,0,0,0,0,0,0,0,N,13,0,0,0,0,0,0
ENU,48423,0,0,5,49311,General warehousing and storage,2010,77,N,10,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0
ENU,48423,0,0,5,493110,General warehousing and storage,2010,78,N,10,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0
ENU,48423,0,0,5,49312,Refrigerated warehousing and storage,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,493120,Refrigerated warehousing and storage,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,49319,Other warehousing and storage,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,493190,Other warehousing and storage,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,51,Information,2010,74,,87,2028,2031,2043,22525470,15008862,608780,852,,88,2026,2057,2063,24347128,3647024,143685,914,,87,2060,2048,2063,24066995,1856527,69583,900,,87,2079,2082,2073,24142993,1699263,65541,894,,87,2054,95082586,22211676,887589,890,46282
ENU,48423,0,0,5,511,"Publishing industries, except Internet",2010,75,,14,91,88,92,1259185,687020,14182,1072,,14,92,94,96,1376716,140620,2713,1127,,14,97,93,93,1293447,87184,2121,1055,,14,91,91,91,1487632,47471,1692,1258,,14,92,5416980,962295,20708,1127,58615
ENU,48423,0,0,5,5111,"Newspaper, book, and directory publishers",2010,76,,10,58,54,57,807158,424647,11755,1102,,10,55,56,57,910165,85595,2318,1250,,10,58,54,52,767416,59249,1920,1080,,10,50,51,50,827031,31685,1040,1264,,10,54,3311770,601176,17033,1172,60953
ENU,48423,0,0,5,51111,Newspaper publishers,2010,77,,3,14,13,13,318719,120320,3293,1839,,3,13,13,12,398733,10098,373,2421,,3,12,12,12,317634,3299,130,2036,,3,12,12,12,337133,1853,84,2161,,3,13,1372219,135570,3880,2111,109778
ENU,48423,0,0,5,511110,Newspaper publishers,2010,78,,3,14,13,13,318719,120320,3293,1839,,3,13,13,12,398733,10098,373,2421,,3,12,12,12,317634,3299,130,2036,,3,12,12,12,337133,1853,84,2161,,3,13,1372219,135570,3880,2111,109778
ENU,48423,0,0,5,51112,Periodical publishers,2010,77,,5,31,28,31,268466,190976,4500,688,,5,30,31,33,288900,69613,1737,709,,5,36,32,30,291484,52379,1665,686,,5,28,29,28,290996,26994,857,790,,5,31,1139846,339962,8759,717,37270
ENU,48423,0,0,5,511120,Periodical publishers,2010,78,,5,31,28,31,268466,190976,4500,688,,5,30,31,33,288900,69613,1737,709,,5,36,32,30,291484,52379,1665,686,,5,28,29,28,290996,26994,857,790,,5,31,1139846,339962,8759,717,37270
ENU,48423,0,0,5,51113,Book publishers,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,511130,Book publishers,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,51114,Directory and mailing list publishers,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,511140,Directory and mailing list publishers,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,5112,Software publishers,2010,76,,4,33,34,35,452027,262373,2427,1023,,4,37,38,39,466551,55025,395,944,,4,39,39,41,526031,27935,201,1020,,4,41,40,41,660601,15786,652,1250,,4,38,2105210,361119,3675,1063,55279
ENU,48423,0,0,5,51121,Software publishers,2010,77,,4,33,34,35,452027,262373,2427,1023,,4,37,38,39,466551,55025,395,944,,4,39,39,41,526031,27935,201,1020,,4,41,40,41,660601,15786,652,1250,,4,38,2105210,361119,3675,1063,55279
ENU,48423,0,0,5,511210,Software publishers,2010,78,,4,33,34,35,452027,262373,2427,1023,,4,37,38,39,466551,55025,395,944,,4,39,39,41,526031,27935,201,1020,,4,41,40,41,660601,15786,652,1250,,4,38,2105210,361119,3675,1063,55279
ENU,48423,0,0,5,512,Motion picture and sound recording industries,2010,75,,8,122,120,120,363403,319336,3209,232,,8,116,125,120,348342,213425,2143,223,,8,118,111,102,360874,193875,2010,252,,9,103,107,103,378420,148833,2665,279,,8,114,1451039,875469,10027,245,12738
ENU,48423,0,0,5,5121,Motion picture and video industries,2010,76,N,7,0,0,0,0,0,0,0,N,7,0,0,0,0,0,0,0,N,7,0,0,0,0,0,0,0,N,8,0,0,0,0,0,0,0,N,7,0,0,0,0,0,0
ENU,48423,0,0,5,51211,Motion picture and video production,2010,77,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,5,512110,Motion picture and video production,2010,78,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,5,51213,Motion picture and video exhibition,2010,77,,4,118,116,115,337789,294192,3030,223,,4,112,121,117,325056,205221,2085,214,,4,114,109,98,336241,189475,1979,242,,4,97,102,98,301863,122933,1252,235,,4,110,1300949,811821,8346,228,11854
ENU,48423,0,0,5,512131,"Motion picture theaters, except drive-ins",2010,78,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,5,512132,Drive-in motion picture theaters,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,5122,Sound recording industries,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,51224,Sound recording studios,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,512240,Sound recording studios,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,515,"Broadcasting, except Internet",2010,75,,12,380,381,378,4145659,2642989,82138,840,,13,373,370,377,3943442,677148,20746,813,,11,363,365,370,4209358,416555,12819,885,,11,380,376,374,4678626,377620,9929,955,,12,374,16977085,4114312,125632,873,45403
ENU,48423,0,0,5,5151,Radio and television broadcasting,2010,76,N,10,0,0,0,0,0,0,0,N,11,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,10,0,0,0,0,0,0
ENU,48423,0,0,5,51511,Radio broadcasting,2010,77,N,7,0,0,0,0,0,0,0,N,8,0,0,0,0,0,0,0,N,6,0,0,0,0,0,0,0,N,6,0,0,0,0,0,0,0,N,7,0,0,0,0,0,0
ENU,48423,0,0,5,515111,Radio networks,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,515112,Radio stations,2010,78,,6,84,86,83,860929,506834,30491,785,,7,79,78,84,778635,104255,6717,746,,5,75,78,78,790455,81778,5476,790,,5,79,80,81,935791,56773,3389,900,,6,80,3365810,749640,46073,805,41855
ENU,48423,0,0,5,51512,Television broadcasting,2010,77,,3,263,264,264,2913087,1921134,44446,850,,3,262,260,261,2758042,531452,12200,813,,3,256,255,261,2977903,322542,6831,890,,3,270,265,262,3247654,313591,6201,940,,3,262,11896686,3088719,69678,873,45422
ENU,48423,0,0,5,515120,Television broadcasting,2010,78,,3,263,264,264,2913087,1921134,44446,850,,3,262,260,261,2758042,531452,12200,813,,3,256,255,261,2977903,322542,6831,890,,3,270,265,262,3247654,313591,6201,940,,3,262,11896686,3088719,69678,873,45422
ENU,48423,0,0,5,5152,Cable and other subscription programming,2010,76,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,51521,Cable and other subscription programming,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,515210,Cable and other subscription programming,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,517,Telecommunications,2010,75,,38,1393,1400,1408,16390392,11108880,506411,900,,37,1400,1422,1423,18264223,2537904,116564,993,,37,1439,1436,1454,17802438,1125766,51875,949,,36,1463,1465,1462,17213708,1100309,50676,905,,37,1430,69670761,15872859,725526,937,48707
ENU,48423,0,0,5,5171,Wired telecommunications carriers,2010,76,N,24,0,0,0,0,0,0,0,N,24,0,0,0,0,0,0,0,N,24,0,0,0,0,0,0,0,N,24,0,0,0,0,0,0,0,N,24,0,0,0,0,0,0
ENU,48423,0,0,5,51711,Wired telecommunications carriers,2010,77,N,24,0,0,0,0,0,0,0,N,24,0,0,0,0,0,0,0,N,24,0,0,0,0,0,0,0,N,24,0,0,0,0,0,0,0,N,24,0,0,0,0,0,0
ENU,48423,0,0,5,517110,Wired telecommunications carriers,2010,78,N,24,0,0,0,0,0,0,0,N,24,0,0,0,0,0,0,0,N,24,0,0,0,0,0,0,0,N,24,0,0,0,0,0,0,0,N,24,0,0,0,0,0,0
ENU,48423,0,0,5,5172,Wireless telecommunications carriers,2010,76,,10,123,116,121,1512081,791058,39218,969,,9,120,133,125,1509278,117320,6817,921,,9,121,124,124,1940767,68904,3871,1214,,8,142,127,128,1785670,87815,4580,1038,,9,125,6747796,1065097,54486,1035,53839
ENU,48423,0,0,5,51721,Wireless telecommunications carriers,2010,77,,10,123,116,121,1512081,791058,39218,969,,9,120,133,125,1509278,117320,6817,921,,9,121,124,124,1940767,68904,3871,1214,,8,142,127,128,1785670,87815,4580,1038,,9,125,6747796,1065097,54486,1035,53839
ENU,48423,0,0,5,517210,Wireless telecommunications carriers,2010,78,,10,123,116,121,1512081,791058,39218,969,,9,120,133,125,1509278,117320,6817,921,,9,121,124,124,1940767,68904,3871,1214,,8,142,127,128,1785670,87815,4580,1038,,9,125,6747796,1065097,54486,1035,53839
ENU,48423,0,0,5,5179,Other telecommunications,2010,76,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,51791,Other telecommunications,2010,77,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,517911,Telecommunications resellers,2010,78,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,518,"Data processing, hosting and related services",2010,75,,6,29,27,28,256217,148621,1058,704,,6,27,28,29,248120,29593,440,682,,6,26,26,25,225491,10002,230,676,,6,24,24,24,217114,12849,312,696,,6,26,946942,201065,2040,689,35846
ENU,48423,0,0,5,5182,"Data processing, hosting and related services",2010,76,,6,29,27,28,256217,148621,1058,704,,6,27,28,29,248120,29593,440,682,,6,26,26,25,225491,10002,230,676,,6,24,24,24,217114,12849,312,696,,6,26,946942,201065,2040,689,35846
ENU,48423,0,0,5,51821,"Data processing, hosting and related services",2010,77,,6,29,27,28,256217,148621,1058,704,,6,27,28,29,248120,29593,440,682,,6,26,26,25,225491,10002,230,676,,6,24,24,24,217114,12849,312,696,,6,26,946942,201065,2040,689,35846
ENU,48423,0,0,5,518210,"Data processing, hosting and related services",2010,78,,6,29,27,28,256217,148621,1058,704,,6,27,28,29,248120,29593,440,682,,6,26,26,25,225491,10002,230,676,,6,24,24,24,217114,12849,312,696,,6,26,946942,201065,2040,689,35846
ENU,48423,0,0,5,519,Other information services,2010,75,,9,13,15,17,110614,102016,1782,567,,10,18,18,18,166285,48334,1079,711,,11,17,17,19,175387,23145,528,764,,11,18,19,19,167493,12181,267,690,,10,17,619779,185676,3656,688,35756
ENU,48423,0,0,5,5191,Other information services,2010,76,,9,13,15,17,110614,102016,1782,567,,10,18,18,18,166285,48334,1079,711,,11,17,17,19,175387,23145,528,764,,11,18,19,19,167493,12181,267,690,,10,17,619779,185676,3656,688,35756
ENU,48423,0,0,5,51912,Libraries and archives,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,519120,Libraries and archives,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,51919,All other information services,2010,77,N,8,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,10,0,0,0,0,0,0,0,N,10,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0
ENU,48423,0,0,5,519190,All other information services,2010,78,N,8,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0,0,N,10,0,0,0,0,0,0,0,N,10,0,0,0,0,0,0,0,N,9,0,0,0,0,0,0
ENU,48423,0,0,5,52,Finance and insurance,2010,74,,387,2829,2867,2878,37287527,19947758,490287,1004,,402,2879,2889,2906,35373979,4436114,102794,941,,404,2936,2952,2952,35273934,2105351,47920,921,,409,2919,2944,2949,45102291,1839324,44526,1181,,401,2908,153037731,28328547,685527,1012,52620
ENU,48423,0,0,5,522,Credit intermediation and related activities,2010,75,,139,1510,1516,1527,17647648,10158384,257514,894,,147,1544,1542,1544,15804727,2382479,55046,788,,147,1561,1570,1576,16349617,1060263,27626,802,,145,1572,1572,1575,20011630,937138,24782,979,,145,1551,69813622,14538264,364968,866,45019
ENU,48423,0,0,5,5221,Depository credit intermediation,2010,76,,83,1194,1204,1209,13804560,7813850,179701,883,,85,1234,1231,1240,12030883,1806766,40185,749,,85,1249,1259,1264,12535575,805044,19866,767,,85,1261,1255,1262,15652144,653055,16919,956,,85,1239,54023162,11078715,256671,839,43620
ENU,48423,0,0,5,52211,Commercial banking,2010,77,,63,988,999,1005,12140906,6545924,161193,936,,65,1039,1036,1047,10410866,1441658,35501,770,,65,1057,1065,1067,10850731,630742,17783,785,,65,1064,1058,1061,13926961,554849,15803,1010,,65,1041,47329464,9173173,230280,875,45487
ENU,48423,0,0,5,522110,Commercial banking,2010,78,,63,988,999,1005,12140906,6545924,161193,936,,65,1039,1036,1047,10410866,1441658,35501,770,,65,1057,1065,1067,10850731,630742,17783,785,,65,1064,1058,1061,13926961,554849,15803,1010,,65,1041,47329464,9173173,230280,875,45487
ENU,48423,0,0,5,52212,Savings institutions,2010,77,,6,74,73,72,662802,434657,11598,698,,6,68,67,67,635052,97738,2482,725,,6,66,66,66,625849,37558,990,729,,6,66,66,67,624225,14520,433,724,,6,68,2547928,584473,15503,719,37378
ENU,48423,0,0,5,522120,Savings institutions,2010,78,,6,74,73,72,662802,434657,11598,698,,6,68,67,67,635052,97738,2482,725,,6,66,66,66,625849,37558,990,729,,6,66,66,67,624225,14520,433,724,,6,68,2547928,584473,15503,719,37378
ENU,48423,0,0,5,52213,Credit unions,2010,77,,14,132,132,132,1000852,833269,6910,583,,14,127,128,126,984965,267370,2202,597,,14,126,128,131,1058995,136744,1093,635,,14,131,131,134,1100958,83686,683,642,,14,130,4145770,1321069,10888,614,31931
ENU,48423,0,0,5,522130,Credit unions,2010,78,,14,132,132,132,1000852,833269,6910,583,,14,127,128,126,984965,267370,2202,597,,14,126,128,131,1058995,136744,1093,635,,14,131,131,134,1100958,83686,683,642,,14,130,4145770,1321069,10888,614,31931
ENU,48423,0,0,5,5222,Nondepository credit intermediation,2010,76,,45,275,271,278,3405353,2027859,70959,954,,45,269,269,266,3266807,475402,12748,938,,47,272,270,270,3295514,221275,6856,937,,47,266,271,266,3773394,245817,7117,1084,,46,270,13741068,2970353,97680,978,50846
ENU,48423,0,0,5,52221,Credit card issuing,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,522210,Credit card issuing,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,52222,Sales financing,2010,77,N,6,0,0,0,0,0,0,0,N,6,0,0,0,0,0,0,0,N,6,0,0,0,0,0,0,0,N,6,0,0,0,0,0,0,0,N,6,0,0,0,0,0,0
ENU,48423,0,0,5,522220,Sales financing,2010,78,N,6,0,0,0,0,0,0,0,N,6,0,0,0,0,0,0,0,N,6,0,0,0,0,0,0,0,N,6,0,0,0,0,0,0,0,N,6,0,0,0,0,0,0
ENU,48423,0,0,5,52229,Other nondepository credit intermediation,2010,77,,37,171,164,170,1865980,1254451,45098,853,,37,166,166,166,1808458,367216,11377,838,,39,170,166,164,1908611,155235,5084,881,,39,163,165,161,2160223,189557,5369,1019,,38,166,7743272,1966459,66928,897,46646
ENU,48423,0,0,5,522291,Consumer lending,2010,78,,26,113,107,108,1019552,792779,33737,717,,26,105,104,105,1057036,245928,9203,777,,25,104,104,104,1056345,87558,3818,781,,25,102,101,101,1083713,83233,3625,823,,26,105,4216646,1209498,50383,774,40222
ENU,48423,0,0,5,522292,Real estate credit,2010,78,,5,29,27,32,488275,240922,8343,1280,,5,28,28,29,385391,31258,953,1046,,6,29,26,24,408332,22432,720,1193,,6,27,28,25,411643,34614,1009,1187,,6,28,1693641,329226,11025,1177,61216
ENU,48423,0,0,5,522298,All other nondepository credit intermediation,2010,78,,6,29,30,30,358153,220750,3018,929,,6,33,34,32,366031,90030,1221,853,,8,37,36,36,443934,45245,546,940,,8,34,36,35,664867,71710,735,1461,,7,34,1832985,427735,5520,1052,54716
